癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
1984,女,彰化縣,口腔、口咽及下咽,0.89,4,50,46.5,0.68
1984,女,雲林縣,口腔、口咽及下咽,0.58,2,54.5,54.5,0.52
1984,女,嘉義縣,口腔、口咽及下咽,1.14,3,60.33,55,1.1
1984,女,屏東縣,口腔、口咽及下咽,0.29,1,52,52,0.23
1984,女,花蓮縣,口腔、口咽及下咽,0.93,1,76,76,0.61
1984,女,台東縣,口腔、口咽及下咽,2.03,2,58,58,1.61
1985,不分男女,台閩地區,口腔、口咽及下咽,4.72,687,55.11,55,3.56
1985,不分男女,台北市,口腔、口咽及下咽,3.11,60,53.67,50,2.39
1985,不分男女,台中市,口腔、口咽及下咽,5.27,68,54.99,55.5,3.74
1985,不分男女,台南市,口腔、口咽及下咽,3.15,41,55.98,56,2.5
1985,不分男女,高雄市,口腔、口咽及下咽,4.94,84,52.36,53,3.53
1985,不分男女,基隆市,口腔、口咽及下咽,2.25,7,59.14,59,1.99
1985,不分男女,新竹市,口腔、口咽及下咽,1.37,4,65,65.5,1.32
1985,不分男女,嘉義市,口腔、口咽及下咽,8.05,16,56.44,56,6.31
1985,不分男女,新北市,口腔、口咽及下咽,4.06,71,55.34,55,2.67
1985,不分男女,桃園市,口腔、口咽及下咽,3.43,29,55.62,54,2.39
1985,不分男女,新竹縣,口腔、口咽及下咽,1.13,3,59.67,66,0.82
1985,不分男女,宜蘭縣,口腔、口咽及下咽,2.74,9,61.44,62,2
1985,不分男女,苗栗縣,口腔、口咽及下咽,3.23,14,55,56,2.54
1985,不分男女,彰化縣,口腔、口咽及下咽,8.01,75,53.72,54,6.13
1985,不分男女,南投縣,口腔、口咽及下咽,5.26,23,52.65,48,4.29
1985,不分男女,雲林縣,口腔、口咽及下咽,7.5,47,58.17,57,5.94
1985,不分男女,嘉義縣,口腔、口咽及下咽,3.54,17,57,56,2.98
1985,不分男女,屏東縣,口腔、口咽及下咽,4.04,31,53.35,56,3.44
1985,不分男女,澎湖縣,口腔、口咽及下咽,0.96,1,62,62,0.98
1985,不分男女,花蓮縣,口腔、口咽及下咽,4.4,14,56.43,58.5,3.87
1985,不分男女,台東縣,口腔、口咽及下咽,6.64,15,57.2,53,5.43
1985,不分男女,金門縣,口腔、口咽及下咽,7.7,3,55.67,53,6.14
1985,男,台閩地區,口腔、口咽及下咽,7.37,574,54.74,55,5.73
1985,男,台北市,口腔、口咽及下咽,4.39,46,53.13,50,3.59
1985,男,台中市,口腔、口咽及下咽,9.45,63,55.43,56,6.75
1985,男,台南市,口腔、口咽及下咽,4.67,32,54.47,55.5,3.75
1985,男,高雄市,口腔、口咽及下咽,6.93,66,50.94,51,5.35
1985,男,基隆市,口腔、口咽及下咽,3.84,7,59.14,59,3.82
1985,男,新竹市,口腔、口咽及下咽,2.11,4,65,65.5,2.51
1985,男,嘉義市,口腔、口咽及下咽,16.31,16,56.44,56,12.31
1985,男,新北市,口腔、口咽及下咽,6.31,60,56.08,57,4.38
1985,男,桃園市,口腔、口咽及下咽,5.08,22,56.64,54.5,3.46
1985,男,新竹縣,口腔、口咽及下咽,2.11,3,59.67,66,1.55
1985,男,宜蘭縣,口腔、口咽及下咽,4.2,6,62.5,61,2.56
1985,男,苗栗縣,口腔、口咽及下咽,5.79,13,55.85,56,4.53
1985,男,彰化縣,口腔、口咽及下咽,14.16,68,53.28,53.5,10.77
1985,男,南投縣,口腔、口咽及下咽,9.22,21,52.29,48,7.51
1985,男,雲林縣,口腔、口咽及下咽,12.22,40,55.13,53.5,9.71
1985,男,嘉義縣,口腔、口咽及下咽,5.35,12,57.08,53,4.02
1985,男,屏東縣,口腔、口咽及下咽,6.4,26,55.35,57,5.48
1985,男,澎湖縣,口腔、口咽及下咽,1.71,1,62,62,1.86
1985,男,花蓮縣,口腔、口咽及下咽,7.01,13,55.77,57,6.61
1985,男,台東縣,口腔、口咽及下咽,7.98,10,57.1,52.5,6.53
1985,男,金門縣,口腔、口咽及下咽,14.28,3,55.67,53,11.88
1985,女,台閩地區,口腔、口咽及下咽,1.7,113,56.95,56,1.22
1985,女,台北市,口腔、口咽及下咽,1.64,14,55.43,53,1.14
1985,女,台中市,口腔、口咽及下咽,0.76,5,49.4,50,0.57
1985,女,台南市,口腔、口咽及下咽,1.44,9,61.33,59,1.14
1985,女,高雄市,口腔、口咽及下咽,2.56,18,57.5,62,1.57
1985,女,新北市,口腔、口咽及下咽,1.33,11,51.27,55,0.85
1985,女,桃園市,口腔、口咽及下咽,1.87,7,52.43,54,1.22
1985,女,宜蘭縣,口腔、口咽及下咽,1.79,3,59.33,62,1.39
1985,女,苗栗縣,口腔、口咽及下咽,0.58,1,44,44,0.38
1985,女,彰化縣,口腔、口咽及下咽,1.57,7,58,55,1.18
1985,女,南投縣,口腔、口咽及下咽,0.88,2,56.5,56.5,0.78
1985,女,雲林縣,口腔、口咽及下咽,2.41,7,75.57,77,1.85
1985,女,嘉義縣,口腔、口咽及下咽,1.99,5,56.8,58,1.84
1985,女,屏東縣,口腔、口咽及下咽,1.25,5,43,52,1.17
1985,女,花蓮縣,口腔、口咽及下咽,0.94,1,65,65,0.61
1985,女,台東縣,口腔、口咽及下咽,5.18,5,57.4,54,4.05
1986,不分男女,台閩地區,口腔、口咽及下咽,4.39,663,55.28,55,3.4
1986,不分男女,台北市,口腔、口咽及下咽,3.53,70,58.03,60,2.72
1986,不分男女,台中市,口腔、口咽及下咽,5.02,67,54.45,54,3.61
1986,不分男女,台南市,口腔、口咽及下咽,2.53,35,58.2,59,2.12
1986,不分男女,高雄市,口腔、口咽及下咽,5.52,100,51.74,50.5,4.17
1986,不分男女,基隆市,口腔、口咽及下咽,4.68,13,57.23,57,3.72
1986,不分男女,新竹市,口腔、口咽及下咽,4.39,10,51.3,44.5,3.27
1986,不分男女,嘉義市,口腔、口咽及下咽,4.09,9,52.78,53,3.54
1986,不分男女,新北市,口腔、口咽及下咽,4.18,76,54.99,56,2.79
1986,不分男女,桃園市,口腔、口咽及下咽,2.47,24,51.79,54.5,1.95
1986,不分男女,新竹縣,口腔、口咽及下咽,1.26,4,43.5,43,1.09
1986,不分男女,宜蘭縣,口腔、口咽及下咽,3.87,14,61,60,3.12
1986,不分男女,苗栗縣,口腔、口咽及下咽,1.85,9,57,58,1.64
1986,不分男女,彰化縣,口腔、口咽及下咽,8.53,83,55.86,54,6.77
1986,不分男女,南投縣,口腔、口咽及下咽,5.99,26,54.15,53,4.86
1986,不分男女,雲林縣,口腔、口咽及下咽,6.72,46,54.63,54.5,5.87
1986,不分男女,嘉義縣,口腔、口咽及下咽,3.74,19,52.21,54,3.37
1986,不分男女,屏東縣,口腔、口咽及下咽,2.68,20,55.75,56.5,2.23
1986,不分男女,澎湖縣,口腔、口咽及下咽,1.98,2,64.5,64.5,1.98
1986,不分男女,花蓮縣,口腔、口咽及下咽,3.84,12,65.83,65,3.34
1986,不分男女,台東縣,口腔、口咽及下咽,8.58,20,59.05,62.5,7.34
1986,不分男女,金門縣,口腔、口咽及下咽,2.15,1,76,76,2.09
1986,男,台閩地區,口腔、口咽及下咽,7.28,582,54.96,55,5.75
1986,男,台北市,口腔、口咽及下咽,5.78,59,57.92,60,4.5
1986,男,台中市,口腔、口咽及下咽,8.22,59,54.07,54,6.19
1986,男,台南市,口腔、口咽及下咽,4.3,30,59.17,60,3.5
1986,男,高雄市,口腔、口咽及下咽,9.41,92,51.3,50,7.4
1986,男,基隆市,口腔、口咽及下咽,6.76,10,54.7,54.5,5.5
1986,男,新竹市,口腔、口咽及下咽,7.8,9,50.78,43,5.63
1986,男,嘉義市,口腔、口咽及下咽,8.05,9,52.78,53,6.93
1986,男,新北市,口腔、口咽及下咽,7.04,66,55.25,56,4.71
1986,男,桃園市,口腔、口咽及下咽,4.26,23,51.35,54,3.56
1986,男,新竹縣,口腔、口咽及下咽,1.64,3,45.67,49,1.55
1986,男,宜蘭縣,口腔、口咽及下咽,6.01,11,60.18,59,4.72
1986,男,苗栗縣,口腔、口咽及下咽,3.14,8,57.63,59,2.8
1986,男,彰化縣,口腔、口咽及下咽,16.57,81,55.8,54,12.81
1986,男,南投縣,口腔、口咽及下咽,10.76,24,53.88,52.5,8.6
1986,男,雲林縣,口腔、口咽及下咽,11.81,41,54.8,55,10.04
1986,男,嘉義縣,口腔、口咽及下咽,6.23,17,51.82,54,5.74
1986,男,屏東縣,口腔、口咽及下咽,4.02,17,53.24,55,3.6
1986,男,花蓮縣,口腔、口咽及下咽,3.68,9,65,65,4.61
1986,男,台東縣,口腔、口咽及下咽,9.29,12,62.75,66,7.95
1986,男,金門縣,口腔、口咽及下咽,5.19,1,76,76,4.06
1986,女,台閩地區,口腔、口咽及下咽,1.17,81,57.59,61,0.86
1986,女,台北市,口腔、口咽及下咽,1.19,11,58.64,63,0.87
1986,女,台中市,口腔、口咽及下咽,1.37,8,57.25,53.5,0.89
1986,女,台南市,口腔、口咽及下咽,0.69,5,52.4,56,0.63
1986,女,高雄市,口腔、口咽及下咽,0.97,8,56.75,59.5,0.69
1986,女,基隆市,口腔、口咽及下咽,2.51,3,65.67,67,1.79
1986,女,新竹市,口腔、口咽及下咽,0.87,1,56,56,0.68
1986,女,新北市,口腔、口咽及下咽,1.15,10,53.3,60.5,0.75
1986,女,桃園市,口腔、口咽及下咽,0.28,1,62,62,0.17
1986,女,新竹縣,口腔、口咽及下咽,0.77,1,37,37,0.58
1986,女,宜蘭縣,口腔、口咽及下咽,1.75,3,64,68,1.39
1986,女,苗栗縣,口腔、口咽及下咽,0.47,1,52,52,0.38
1986,女,彰化縣,口腔、口咽及下咽,0.4,2,58,58,0.34
1986,女,南投縣,口腔、口咽及下咽,0.92,2,57.5,57.5,0.78
1986,女,雲林縣,口腔、口咽及下咽,1.46,5,53.2,49,1.33
1986,女,嘉義縣,口腔、口咽及下咽,0.99,2,55.5,55.5,0.75
1986,女,屏東縣,口腔、口咽及下咽,0.98,3,70,74,0.71
1986,女,澎湖縣,口腔、口咽及下咽,4.34,2,64.5,64.5,4.17
1986,女,花蓮縣,口腔、口咽及下咽,3,3,68.33,67,1.83
1986,女,台東縣,口腔、口咽及下咽,7.8,8,53.5,54.5,6.58
1987,不分男女,台閩地區,口腔、口咽及下咽,5.31,837,53.98,55,4.24
1987,不分男女,台北市,口腔、口咽及下咽,3.93,88,53.17,55,3.34
1987,不分男女,台中市,口腔、口咽及下咽,6.4,88,54.44,55,4.64
1987,不分男女,台南市,口腔、口咽及下咽,3.62,52,50.52,51.5,3.13
1987,不分男女,高雄市,口腔、口咽及下咽,6.2,114,51.96,51,4.7
1987,不分男女,基隆市,口腔、口咽及下咽,4.52,13,53,55,3.73
1987,不分男女,新竹市,口腔、口咽及下咽,3.83,11,43,43,3.55
1987,不分男女,嘉義市,口腔、口咽及下咽,8.04,17,53.53,53,6.67
1987,不分男女,新北市,口腔、口咽及下咽,5.27,102,54.06,54.5,3.64
1987,不分男女,桃園市,口腔、口咽及下咽,2.39,24,52.5,56.5,1.91
1987,不分男女,新竹縣,口腔、口咽及下咽,2.81,8,56.88,56.5,2.18
1987,不分男女,宜蘭縣,口腔、口咽及下咽,1.54,6,62.83,66,1.34
1987,不分男女,苗栗縣,口腔、口咽及下咽,4.18,20,54.65,60,3.66
1987,不分男女,彰化縣,口腔、口咽及下咽,8.57,84,54.61,54,6.83
1987,不分男女,南投縣,口腔、口咽及下咽,4.88,22,58.18,58.5,4.12
1987,不分男女,雲林縣,口腔、口咽及下咽,9.07,63,54.38,54,8.12
1987,不分男女,嘉義縣,口腔、口咽及下咽,7.19,37,56.89,57,6.62
1987,不分男女,屏東縣,口腔、口咽及下咽,4.86,38,55.37,58.5,4.25
1987,不分男女,澎湖縣,口腔、口咽及下咽,2.29,2,41,41,2.02
1987,不分男女,花蓮縣,口腔、口咽及下咽,8.39,27,55.04,53,7.6
1987,不分男女,台東縣,口腔、口咽及下咽,9.44,19,62.47,60,7.11
1987,男,台閩地區,口腔、口咽及下咽,8.67,718,54.24,55,7.03
1987,男,台北市,口腔、口咽及下咽,6.1,70,54.67,56,5.22
1987,男,台中市,口腔、口咽及下咽,10.56,77,53.6,54,7.91
1987,男,台南市,口腔、口咽及下咽,5.35,41,50.22,52,4.74
1987,男,高雄市,口腔、口咽及下咽,10.76,104,52.27,51,8.29
1987,男,基隆市,口腔、口咽及下咽,7.55,11,55.73,55,6.06
1987,男,新竹市,口腔、口咽及下咽,7.25,11,43,43,6.83
1987,男,嘉義市,口腔、口咽及下咽,12.66,14,51.71,53,10.74
1987,男,新北市,口腔、口咽及下咽,8.14,86,55.07,55.5,5.98
1987,男,桃園市,口腔、口咽及下咽,3.48,19,54.74,57,2.88
1987,男,新竹縣,口腔、口咽及下咽,4.05,6,53.67,53,3.1
1987,男,宜蘭縣,口腔、口咽及下咽,0.93,2,67,67,0.86
1987,男,苗栗縣,口腔、口咽及下咽,7.68,19,55.84,63,6.66
1987,男,彰化縣,口腔、口咽及下咽,15.11,75,54.32,54,11.83
1987,男,南投縣,口腔、口咽及下咽,8.24,19,58.53,58,6.81
1987,男,雲林縣,口腔、口咽及下咽,16.03,56,54.43,53.5,13.84
1987,男,嘉義縣,口腔、口咽及下咽,12.21,32,57.44,59.5,10.91
1987,男,屏東縣,口腔、口咽及下咽,8.52,35,55.49,58,7.44
1987,男,澎湖縣,口腔、口咽及下咽,2.17,1,50,50,1.92
1987,男,花蓮縣,口腔、口咽及下咽,12.53,23,54.83,53,11.92
1987,男,台東縣,口腔、口咽及下咽,15.43,16,62.06,59,10.8
1987,女,台閩地區,口腔、口咽及下咽,1.56,119,52.41,54,1.25
1987,女,台北市,口腔、口咽及下咽,1.54,18,47.33,48.5,1.39
1987,女,台中市,口腔、口咽及下咽,1.74,11,60.36,66,1.19
1987,女,台南市,口腔、口咽及下咽,1.67,11,51.64,50,1.38
1987,女,高雄市,口腔、口咽及下咽,1.1,10,48.8,44.5,0.85
1987,女,基隆市,口腔、口咽及下咽,1.22,2,38,38,1.2
1987,女,嘉義市,口腔、口咽及下咽,3.18,3,62,68,2.41
1987,女,新北市,口腔、口咽及下咽,1.76,16,48.63,50.5,1.17
1987,女,桃園市,口腔、口咽及下咽,1.07,5,44,54,0.83
1987,女,新竹縣,口腔、口咽及下咽,1.37,2,66.5,66.5,1.16
1987,女,宜蘭縣,口腔、口咽及下咽,2.26,4,60.75,63.5,1.86
1987,女,苗栗縣,口腔、口咽及下咽,0.41,1,32,32,0.38
1987,女,彰化縣,口腔、口咽及下咽,1.85,9,57,55,1.51
1987,女,南投縣,口腔、口咽及下咽,1.33,3,56,59,1.18
1987,女,雲林縣,口腔、口咽及下咽,1.86,7,54,59,1.89
1987,女,嘉義縣,口腔、口咽及下咽,2,5,53.4,49,1.88
1987,女,屏東縣,口腔、口咽及下咽,0.77,3,54,61,0.71
1987,女,澎湖縣,口腔、口咽及下咽,2.5,1,32,32,2.13
1987,女,花蓮縣,口腔、口咽及下咽,3.08,4,56.25,57,2.46
1987,女,台東縣,口腔、口咽及下咽,3.03,3,64.67,60,2.52
1988,不分男女,台閩地區,口腔、口咽及下咽,5.35,878,53.5,54,4.4
1988,不分男女,台北市,口腔、口咽及下咽,5.53,123,55.72,57,4.59
1988,不分男女,台中市,口腔、口咽及下咽,5.35,79,53.01,53,4.07
1988,不分男女,台南市,口腔、口咽及下咽,2.9,45,51.16,53,2.68
1988,不分男女,高雄市,口腔、口咽及下咽,6.01,121,50.12,50,4.92
1988,不分男女,基隆市,口腔、口咽及下咽,6.54,17,58.24,52,4.88
1988,不分男女,新竹市,口腔、口咽及下咽,1.34,4,47,46,1.27
1988,不分男女,嘉義市,口腔、口咽及下咽,8.56,19,52.26,51,7.42
1988,不分男女,新北市,口腔、口咽及下咽,5.6,120,51.94,53,4.15
1988,不分男女,桃園市,口腔、口咽及下咽,3.29,34,56.24,59.5,2.64
1988,不分男女,新竹縣,口腔、口咽及下咽,2.2,7,56.71,67,1.9
1988,不分男女,宜蘭縣,口腔、口咽及下咽,4.32,18,54.44,56,4.02
1988,不分男女,苗栗縣,口腔、口咽及下咽,4.04,20,54.15,60,3.66
1988,不分男女,彰化縣,口腔、口咽及下咽,7.15,73,55.25,54,5.92
1988,不分男女,南投縣,口腔、口咽及下咽,3.2,15,57.2,58,2.81
1988,不分男女,雲林縣,口腔、口咽及下咽,7.66,53,51.15,50,6.92
1988,不分男女,嘉義縣,口腔、口咽及下咽,6.12,33,57.45,59,5.95
1988,不分男女,屏東縣,口腔、口咽及下咽,4.79,37,51.11,52,4.15
1988,不分男女,澎湖縣,口腔、口咽及下咽,7.82,6,51.83,51.5,6.14
1988,不分男女,花蓮縣,口腔、口咽及下咽,7.07,22,53.82,54,6.24
1988,不分男女,台東縣,口腔、口咽及下咽,11.91,30,58.83,60,11.54
1988,男,台閩地區,口腔、口咽及下咽,8.83,760,53.19,53,7.36
1988,男,台北市,口腔、口咽及下咽,9.04,106,55.15,55.5,7.79
1988,男,台中市,口腔、口咽及下咽,9.02,69,53.88,54,6.94
1988,男,台南市,口腔、口咽及下咽,4.56,37,49.11,52,4.25
1988,男,高雄市,口腔、口咽及下咽,10.22,109,50.24,50,8.57
1988,男,基隆市,口腔、口咽及下咽,13.07,15,60.07,59,8.27
1988,男,新竹市,口腔、口咽及下咽,2.59,4,47,46,2.45
1988,男,嘉義市,口腔、口咽及下咽,15.39,17,51.59,50,13
1988,男,新北市,口腔、口咽及下咽,8.88,100,51.32,51.5,6.74
1988,男,桃園市,口腔、口咽及下咽,5.45,32,55.66,58.5,4.74
1988,男,新竹縣,口腔、口咽及下咽,2.93,5,63.6,67,2.57
1988,男,宜蘭縣,口腔、口咽及下咽,6.07,14,55.79,56,6.02
1988,男,苗栗縣,口腔、口咽及下咽,6.73,17,55.24,59,5.95
1988,男,彰化縣,口腔、口咽及下咽,12.31,63,55.7,53,9.9
1988,男,南投縣,口腔、口咽及下咽,5.34,13,55.31,57,4.66
1988,男,雲林縣,口腔、口咽及下咽,13.99,50,49.94,49.5,12.52
1988,男,嘉義縣,口腔、口咽及下咽,10.39,29,58.31,60,9.95
1988,男,屏東縣,口腔、口咽及下咽,8.13,33,49.85,51,7.03
1988,男,澎湖縣,口腔、口咽及下咽,12.94,5,48.2,51,9.71
1988,男,花蓮縣,口腔、口咽及下咽,9.39,16,51.19,52,8.37
1988,男,台東縣,口腔、口咽及下咽,17.22,24,57.46,59,16.84
1988,女,台閩地區,口腔、口咽及下咽,1.52,118,55.54,58.5,1.23
1988,女,台北市,口腔、口咽及下咽,1.71,17,59.24,60,1.29
1988,女,台中市,口腔、口咽及下咽,1.34,10,47,43.5,1.06
1988,女,台南市,口腔、口咽及下咽,1.14,8,60.13,65.5,0.99
1988,女,高雄市,口腔、口咽及下咽,1.23,12,49,49.5,1.01
1988,女,基隆市,口腔、口咽及下咽,1.29,2,44.5,44.5,1.2
1988,女,嘉義市,口腔、口咽及下咽,1.76,2,58,58,1.6
1988,女,新北市,口腔、口咽及下咽,2.03,20,55.05,60.5,1.42
1988,女,桃園市,口腔、口咽及下咽,0.55,2,65.5,65.5,0.33
1988,女,新竹縣,口腔、口咽及下咽,1.3,2,39.5,39.5,1.15
1988,女,宜蘭縣,口腔、口咽及下咽,2.13,4,49.75,52,1.86
1988,女,苗栗縣,口腔、口咽及下咽,1.08,3,48,61,1.15
1988,女,彰化縣,口腔、口咽及下咽,1.81,10,52.4,60.5,1.68
1988,女,南投縣,口腔、口咽及下咽,0.9,2,69.5,69.5,0.79
1988,女,雲林縣,口腔、口咽及下咽,0.81,3,71.33,73,0.82
1988,女,嘉義縣,口腔、口咽及下咽,1.64,4,51.25,50,1.52
1988,女,屏東縣,口腔、口咽及下咽,1.06,4,61.5,67,0.95
1988,女,澎湖縣,口腔、口咽及下咽,2.21,1,70,70,2.16
1988,女,花蓮縣,口腔、口咽及下咽,4.52,6,60.83,62.5,3.72
1988,女,台東縣,口腔、口咽及下咽,5.76,6,64.33,62.5,5.11
1989,不分男女,台閩地區,口腔、口咽及下咽,6.12,1018,55.26,56,5.05
1989,不分男女,台北市,口腔、口咽及下咽,4.7,104,56.21,56,3.85
1989,不分男女,台中市,口腔、口咽及下咽,5.58,83,55.1,55,4.2
1989,不分男女,台南市,口腔、口咽及下咽,4.5,66,56.74,58.5,3.9
1989,不分男女,高雄市,口腔、口咽及下咽,7.88,158,51.73,51,6.37
1989,不分男女,基隆市,口腔、口咽及下咽,4.4,13,56,56,3.71
1989,不分男女,新竹市,口腔、口咽及下咽,2.17,6,53.83,53,1.88
1989,不分男女,嘉義市,口腔、口咽及下咽,6.14,14,57.64,57,5.47
1989,不分男女,新北市,口腔、口咽及下咽,6.1,131,54.02,56,4.41
1989,不分男女,桃園市,口腔、口咽及下咽,3.86,40,55.4,59.5,3.03
1989,不分男女,新竹縣,口腔、口咽及下咽,2.53,8,57.63,53.5,2.16
1989,不分男女,宜蘭縣,口腔、口咽及下咽,1.72,7,65.29,65,1.56
1989,不分男女,苗栗縣,口腔、口咽及下咽,3.48,18,58.83,60.5,3.3
1989,不分男女,彰化縣,口腔、口咽及下咽,10.49,112,52.55,53,9.05
1989,不分男女,南投縣,口腔、口咽及下咽,3.6,17,54.29,56,3.18
1989,不分男女,雲林縣,口腔、口咽及下咽,11.87,86,58.23,58,11.36
1989,不分男女,嘉義縣,口腔、口咽及下咽,8.72,46,58.13,56.5,8.33
1989,不分男女,屏東縣,口腔、口咽及下咽,4.29,34,55.65,54.5,3.82
1989,不分男女,澎湖縣,口腔、口咽及下咽,1.77,2,60,60,2.08
1989,不分男女,花蓮縣,口腔、口咽及下咽,11.96,40,58.83,61,11.41
1989,不分男女,台東縣,口腔、口咽及下咽,11.99,30,59,64,11.63
1989,不分男女,金門縣,口腔、口咽及下咽,2.65,1,33,33,2.31
1989,男,台閩地區,口腔、口咽及下咽,10.09,879,55.35,55,8.43
1989,男,台北市,口腔、口咽及下咽,7.38,86,56.24,55,6.29
1989,男,台中市,口腔、口咽及下咽,9.4,74,54.91,55,7.3
1989,男,台南市,口腔、口咽及下咽,7.19,53,56.94,58,6.05
1989,男,高雄市,口腔、口咽及下咽,14.12,148,51.66,50,11.55
1989,男,基隆市,口腔、口咽及下咽,7.07,11,53.64,56,6.04
1989,男,新竹市,口腔、口咽及下咽,3.51,5,51.6,44,3.02
1989,男,嘉義市,口腔、口咽及下咽,11.16,13,57.62,57,9.95
1989,男,新北市,口腔、口咽及下咽,9.37,105,55.18,56,6.89
1989,男,桃園市,口腔、口咽及下咽,5.58,33,56.94,60,4.78
1989,男,新竹縣,口腔、口咽及下咽,3.99,6,61,53.5,3.06
1989,男,宜蘭縣,口腔、口咽及下咽,3.31,7,65.29,65,3.01
1989,男,苗栗縣,口腔、口咽及下咽,4.88,13,60.85,61,4.55
1989,男,彰化縣,口腔、口咽及下咽,19.01,104,51.76,53,16.28
1989,男,南投縣,口腔、口咽及下咽,6.53,16,54.5,56,5.73
1989,男,雲林縣,口腔、口咽及下咽,20.83,76,58.14,57.5,19.23
1989,男,嘉義縣,口腔、口咽及下咽,16.46,43,58.84,57,14.83
1989,男,屏東縣,口腔、口咽及下咽,6.47,27,57.3,57,5.77
1989,男,澎湖縣,口腔、口咽及下咽,3.16,2,60,60,3.93
1989,男,花蓮縣,口腔、口咽及下咽,17.38,33,58.52,61,17.45
1989,男,台東縣,口腔、口咽及下咽,14.79,21,59.38,62,14.83
1989,男,金門縣,口腔、口咽及下咽,5.62,1,33,33,4.49
1989,女,台閩地區,口腔、口咽及下咽,1.73,139,54.64,57,1.43
1989,女,台北市,口腔、口咽及下咽,1.73,18,56.06,57.5,1.35
1989,女,台中市,口腔、口咽及下咽,1.32,9,56.67,53,0.93
1989,女,台南市,口腔、口咽及下咽,1.71,13,55.92,60,1.6
1989,女,高雄市,口腔、口咽及下咽,1.11,10,52.7,55.5,0.83
1989,女,基隆市,口腔、口咽及下咽,1.56,2,69,69,1.19
1989,女,新竹市,口腔、口咽及下咽,0.84,1,65,65,0.65
1989,女,嘉義市,口腔、口咽及下咽,0.87,1,58,58,0.8
